zone,value
midlane radiant,0.0453321881766
toplane dire,0.281484283391
bottomlane dire,0.0979781011016
void radiant,0.0067743737053
jungle radiant,0.0353706592142
secretshop dire,1.78003644625e-05
laneshop radiant,0.00106579682219
base2 dire,0.0692069270118
jungle dire,0.146146332346
pit dire,1.78003644625e-05
laneshop dire,0.000879338004446
bottomlane radiant,0.136569736265
void dire,0.0148134633057
river,0.0306086167114
toplane radiant,0.00208931777878
midlane dire,0.131645265437
