zone,value
midlane radiant,0.0407775207741
toplane dire,0.279476611965
bottomlane dire,0.10043203148
pit dire,7.81364505086e-05
jungle radiant,0.0305256302117
secretshop dire,1.31036283462e-05
laneshop radiant,0.000892017366675
laneshop dire,0.000774570031128
base2 dire,0.0746106038443
jungle dire,0.149302256057
void radiant,0.00654550501869
bottomlane radiant,0.136959123474
void dire,0.012765360607
river,0.0290682155479
toplane radiant,0.00327639240611
midlane dire,0.134502921138
