zone,value
midlane radiant,0.146294934722
toplane dire,0.145654695666
base1 radiant,0.0817177284741
bottomlane dire,0.0119745196034
void radiant,0.0217575710908
jungle radiant,0.159589675695
laneshop radiant,0.000658247719731
jungle dire,0.0302762901655
pit dire,0.000122334717724
void dire,0.00534422629811
bottomlane radiant,0.256517894402
laneshop dire,0.000580003179461
river,0.0326726844584
toplane radiant,0.0816605975399
midlane dire,0.0251785962681
