"","match","team","tsync","DD","Tier","Win Lose"
"1","646416200","radiant",0,15.11111129,"Pro","Lose"
"2","646416200","radiant",1,14.39194319,"Pro","Lose"
"3","646416200","radiant",2,16.69717156,"Pro","Lose"
"4","646416200","radiant",3,18.96697782,"Pro","Lose"
"5","646416200","radiant",4,20.85143974,"Pro","Lose"
"6","646416200","radiant",5,22.92990971,"Pro","Lose"
"7","646416200","radiant",6,26.40425114,"Pro","Lose"
"8","646416200","radiant",7,26.65922245,"Pro","Lose"
"9","646416200","radiant",8,29.30291979,"Pro","Lose"
"10","646416200","radiant",9,30.87756058,"Pro","Lose"
"11","646416200","radiant",10,33.63360014,"Pro","Lose"
"12","646416200","radiant",11,34.66111767,"Pro","Lose"
"13","646416200","radiant",12,35.94850218,"Pro","Lose"
"14","646416200","radiant",13,39.63829945,"Pro","Lose"
"15","646416200","radiant",14,41.80962847,"Pro","Lose"
"16","646416200","radiant",15,44.03879988,"Pro","Lose"
"17","646416200","radiant",16,47.55580431,"Pro","Lose"
"18","646416200","radiant",17,48.7631005,"Pro","Lose"
"19","646416200","radiant",18,49.51073212,"Pro","Lose"
"20","646416200","radiant",19,51.1041357,"Pro","Lose"
"21","646416200","radiant",20,52.51051043,"Pro","Lose"
"22","646416200","radiant",21,55.65951503,"Pro","Lose"
"23","646416200","radiant",22,57.76573643,"Pro","Lose"
"24","646416200","radiant",23,59.80738996,"Pro","Lose"
"25","646416200","radiant",24,60.93465,"Pro","Lose"
"26","646416200","radiant",25,62.27990251,"Pro","Lose"
"27","646416200","radiant",26,66.9942129,"Pro","Lose"
"28","646416200","radiant",27,69.42860348,"Pro","Lose"
"29","646416200","radiant",28,71.93207523,"Pro","Lose"
"30","646416200","radiant",29,75.63865607,"Pro","Lose"
"31","646416200","radiant",30,78.9888113,"Pro","Lose"
"32","646416200","radiant",31,82.16899202,"Pro","Lose"
"33","646416200","radiant",32,85.97068838,"Pro","Lose"
"34","646416200","radiant",33,89.68666038,"Pro","Lose"
"35","646416200","radiant",34,90.77186075,"Pro","Lose"
"36","646416200","radiant",35,93.4996144,"Pro","Lose"
"37","646416200","radiant",36,96.13616446,"Pro","Lose"
"38","646416200","radiant",37,96.47479035,"Pro","Lose"
"39","646416200","radiant",38,96.06736992,"Pro","Lose"
"40","646416200","radiant",39,96.02061827,"Pro","Lose"
"41","646416200","radiant",40,96.47490683,"Pro","Lose"
"42","646416200","radiant",41,97.25305406,"Pro","Lose"
"43","646416200","radiant",42,98.88760104,"Pro","Lose"
"44","646416200","radiant",43,102.0805771,"Pro","Lose"
"45","646416200","radiant",44,103.4403631,"Pro","Lose"
"46","646416200","radiant",45,104.4447371,"Pro","Lose"
"47","646416200","radiant",46,105.610281,"Pro","Lose"
"48","646416200","radiant",47,108.1704506,"Pro","Lose"
"49","646416200","radiant",48,109.2699823,"Pro","Lose"
"50","646416200","radiant",49,110.9915817,"Pro","Lose"
"51","646416200","radiant",50,112.5183869,"Pro","Lose"
"52","646416200","radiant",51,113.7003873,"Pro","Lose"
"53","646416200","radiant",52,116.1775115,"Pro","Lose"
"54","646416200","radiant",53,117.9889796,"Pro","Lose"
"55","646416200","radiant",54,119.883494,"Pro","Lose"
"56","646416200","radiant",55,122.3038291,"Pro","Lose"
"57","646416200","radiant",56,124.8486233,"Pro","Lose"
"58","646416200","radiant",57,125.6539977,"Pro","Lose"
"59","646416200","radiant",58,126.3413039,"Pro","Lose"
"60","646416200","radiant",59,123.9421952,"Pro","Lose"
"61","646416200","radiant",60,121.8642313,"Pro","Lose"
"62","646416200","radiant",61,123.6150834,"Pro","Lose"
"63","646416200","radiant",62,126.5306835,"Pro","Lose"
"64","646416200","radiant",63,126.7572093,"Pro","Lose"
"65","646416200","radiant",64,126.063406,"Pro","Lose"
"66","646416200","radiant",65,126.0244564,"Pro","Lose"
"67","646416200","radiant",66,124.8316501,"Pro","Lose"
"68","646416200","radiant",67,124.2536901,"Pro","Lose"
"69","646416200","radiant",68,123.5702646,"Pro","Lose"
"70","646416200","radiant",69,123.5122341,"Pro","Lose"
"71","646416200","radiant",70,122.9940305,"Pro","Lose"
"72","646416200","radiant",71,122.4595088,"Pro","Lose"
"73","646416200","radiant",72,122.4609088,"Pro","Lose"
"74","646416200","radiant",73,121.3589103,"Pro","Lose"
"75","646416200","radiant",74,120.9997345,"Pro","Lose"
"76","646416200","radiant",75,119.9081079,"Pro","Lose"
"77","646416200","radiant",76,120.608907,"Pro","Lose"
"78","646416200","radiant",77,119.463937,"Pro","Lose"
"79","646416200","radiant",78,119.4521816,"Pro","Lose"
"80","646416200","radiant",79,117.9669175,"Pro","Lose"
"81","646416200","radiant",80,115.2991943,"Pro","Lose"
"82","646416200","radiant",81,112.7535427,"Pro","Lose"
"83","646416200","radiant",82,111.1693782,"Pro","Lose"
"84","646416200","radiant",83,108.768367,"Pro","Lose"
"85","646416200","radiant",84,107.3221872,"Pro","Lose"
"86","646416200","radiant",85,105.7111082,"Pro","Lose"
"87","646416200","radiant",86,104.7040221,"Pro","Lose"
"88","646416200","radiant",87,102.7628346,"Pro","Lose"
"89","646416200","radiant",88,101.4236352,"Pro","Lose"
"90","646416200","radiant",89,100.6169095,"Pro","Lose"
"91","646416200","radiant",90,99.55828316,"Pro","Lose"
"92","646416200","radiant",91,99.5327724,"Pro","Lose"
"93","646416200","radiant",92,100.0390196,"Pro","Lose"
"94","646416200","radiant",93,99.45695501,"Pro","Lose"
"95","646416200","radiant",94,97.95989707,"Pro","Lose"
"96","646416200","radiant",95,98.10375547,"Pro","Lose"
"97","646416200","radiant",96,100.1683071,"Pro","Lose"
"98","646416200","radiant",97,102.2195753,"Pro","Lose"
"99","646416200","radiant",98,102.6694993,"Pro","Lose"
"100","646416200","radiant",99,104.5641625,"Pro","Lose"
"101","646416200","radiant",100,106.2789985,"Pro","Lose"
"102","646416200","radiant",101,108.141963,"Pro","Lose"
"103","646416200","radiant",102,110.8636617,"Pro","Lose"
"104","646416200","radiant",103,111.7142376,"Pro","Lose"
"105","646416200","radiant",104,112.8274893,"Pro","Lose"
"106","646416200","radiant",105,113.3479848,"Pro","Lose"
"107","646416200","radiant",106,113.0239164,"Pro","Lose"
"108","646416200","radiant",107,113.9655575,"Pro","Lose"
"109","646416200","radiant",108,113.2857912,"Pro","Lose"
"110","646416200","radiant",109,112.3395329,"Pro","Lose"
"111","646416200","radiant",110,112.2221949,"Pro","Lose"
"112","646416200","radiant",111,111.2227971,"Pro","Lose"
"113","646416200","radiant",112,111.3433623,"Pro","Lose"
"114","646416200","radiant",113,110.3206926,"Pro","Lose"
"115","646416200","radiant",114,111.5997747,"Pro","Lose"
"116","646416200","radiant",115,110.6138974,"Pro","Lose"
"117","646416200","radiant",116,109.8465147,"Pro","Lose"
"118","646416200","radiant",117,109.6030058,"Pro","Lose"
"119","646416200","radiant",118,109.8518472,"Pro","Lose"
"120","646416200","radiant",119,111.606871,"Pro","Lose"
"121","646416200","radiant",120,113.4303791,"Pro","Lose"
"122","646416200","radiant",121,114.6193351,"Pro","Lose"
"123","646416200","radiant",122,112.4805213,"Pro","Lose"
"124","646416200","radiant",123,111.4539832,"Pro","Lose"
"125","646416200","radiant",124,113.3821484,"Pro","Lose"
"126","646416200","radiant",125,114.2633582,"Pro","Lose"
"127","646416200","radiant",126,113.9490035,"Pro","Lose"
"128","646416200","radiant",127,111.3009254,"Pro","Lose"
"129","646416200","radiant",128,109.2858286,"Pro","Lose"
"130","646416200","radiant",129,107.9694305,"Pro","Lose"
