"","t","x","y","match","team","player","won","tstd","tsync","tper","tier","zone"
"46",708433,87,30,"580713548","radiant","%40Foggeddota",1,44867,45,1.49978353124366e-05,"Pro","jungle radiant"
"47",709300,85,30,"580713548","radiant","%40Foggeddota",1,45734,46,1.53311205416018e-05,"Pro","jungle radiant"
"48",710233,83,31,"580713548","radiant","%40Foggeddota",1,46667,47,1.56644057707671e-05,"Pro","jungle radiant"
"49",711566,83,34,"580713548","radiant","%40Foggeddota",1,48000,48,1.59976909999323e-05,"Pro","jungle radiant"
"50",712300,81,34,"580713548","radiant","%40Foggeddota",1,48734,49,1.63309762290976e-05,"Pro","jungle radiant"
"51",712700,80,34,"580713548","radiant","%40Foggeddota",1,49134,50,1.66642614582629e-05,"Pro","jungle radiant"
"52",712700,80,34,"580713548","radiant","%40Foggeddota",1,49134,51,1.69975466874281e-05,"Pro","jungle radiant"
"53",715300,80,36,"580713548","radiant","%40Foggeddota",1,51734,52,1.73308319165934e-05,"Pro","jungle radiant"
"54",716233,80,36,"580713548","radiant","%40Foggeddota",1,52667,53,1.76641171457586e-05,"Pro","jungle radiant"
"55",717300,80,35,"580713548","radiant","%40Foggeddota",1,53734,54,1.79974023749239e-05,"Pro","jungle radiant"
"56",718500,80,36,"580713548","radiant","%40Foggeddota",1,54934,55,1.83306876040891e-05,"Pro","jungle radiant"
"57",719433,81,34,"580713548","radiant","%40Foggeddota",1,55867,56,1.86639728332544e-05,"Pro","jungle radiant"
"58",720300,81,32,"580713548","radiant","%40Foggeddota",1,56734,57,1.89972580624197e-05,"Pro","jungle radiant"
"59",721166,81,30,"580713548","radiant","%40Foggeddota",1,57600,58,1.93305432915849e-05,"Pro","jungle radiant"
"60",722500,79,28,"580713548","radiant","%40Foggeddota",1,58934,59,1.96638285207502e-05,"Pro","jungle radiant"
"61",723366,77,28,"580713548","radiant","%40Foggeddota",1,59800,60,1.99971137499154e-05,"Pro","jungle radiant"
"62",724233,75,28,"580713548","radiant","%40Foggeddota",1,60667,61,2.03303989790807e-05,"Pro","jungle radiant"
"63",725566,72,29,"580713548","radiant","%40Foggeddota",1,62000,62,2.06636842082459e-05,"Pro","jungle radiant"
"64",726500,71,31,"580713548","radiant","%40Foggeddota",1,62934,63,2.09969694374112e-05,"Pro","jungle radiant"
"65",727433,70,33,"580713548","radiant","%40Foggeddota",1,63867,64,2.13302546665765e-05,"Pro","jungle radiant"
"66",728433,69,35,"580713548","radiant","%40Foggeddota",1,64867,65,2.16635398957417e-05,"Pro","jungle radiant"
"67",729433,68,37,"580713548","radiant","%40Foggeddota",1,65867,66,2.1996825124907e-05,"Pro","jungle radiant"
"68",730233,66,38,"580713548","radiant","%40Foggeddota",1,66667,67,2.23301103540722e-05,"Pro","jungle radiant"
"69",731233,64,39,"580713548","radiant","%40Foggeddota",1,67667,68,2.26633955832375e-05,"Pro","jungle radiant"
"70",732166,62,40,"580713548","radiant","%40Foggeddota",1,68600,69,2.29966808124027e-05,"Pro","jungle radiant"
"71",733533,59,41,"580713548","radiant","%40Foggeddota",1,69967,70,2.3329966041568e-05,"Pro","jungle radiant"
"72",734466,57,42,"580713548","radiant","%40Foggeddota",1,70900,71,2.36632512707333e-05,"Pro","jungle radiant"
"73",735533,57,42,"580713548","radiant","%40Foggeddota",1,71967,72,2.39965364998985e-05,"Pro","jungle radiant"
"74",736466,59,41,"580713548","radiant","%40Foggeddota",1,72900,73,2.43298217290638e-05,"Pro","jungle radiant"
"75",737333,61,40,"580713548","radiant","%40Foggeddota",1,73767,74,2.4663106958229e-05,"Pro","jungle radiant"
"76",738200,63,40,"580713548","radiant","%40Foggeddota",1,74634,75,2.49963921873943e-05,"Pro","jungle radiant"
"77",739533,66,39,"580713548","radiant","%40Foggeddota",1,75967,76,2.53296774165595e-05,"Pro","jungle radiant"
"78",740533,68,38,"580713548","radiant","%40Foggeddota",1,76967,77,2.56629626457248e-05,"Pro","jungle radiant"
"79",741333,70,39,"580713548","radiant","%40Foggeddota",1,77767,78,2.59962478748901e-05,"Pro","jungle radiant"
"80",742200,72,39,"580713548","radiant","%40Foggeddota",1,78634,79,2.63295331040553e-05,"Pro","jungle radiant"
"81",743100,73,39,"580713548","radiant","%40Foggeddota",1,79534,80,2.66628183332206e-05,"Pro","jungle radiant"
"82",744333,75,39,"580713548","radiant","%40Foggeddota",1,80767,81,2.69961035623858e-05,"Pro","jungle radiant"
"83",745133,77,39,"580713548","radiant","%40Foggeddota",1,81567,82,2.73293887915511e-05,"Pro","jungle radiant"
"84",746500,80,39,"580713548","radiant","%40Foggeddota",1,82934,83,2.76626740207163e-05,"Pro","void radiant"
"85",747566,81,41,"580713548","radiant","%40Foggeddota",1,84000,84,2.79959592498816e-05,"Pro","river"
"86",748033,81,40,"580713548","radiant","%40Foggeddota",1,84467,85,2.83292444790469e-05,"Pro","river"
"87",749300,83,41,"580713548","radiant","%40Foggeddota",1,85734,86,2.86625297082121e-05,"Pro","river"
"88",750166,85,41,"580713548","radiant","%40Foggeddota",1,86600,87,2.89958149373774e-05,"Pro","river"
"89",751366,85,41,"580713548","radiant","%40Foggeddota",1,87800,88,2.93291001665426e-05,"Pro","river"
"90",752233,83,41,"580713548","radiant","%40Foggeddota",1,88667,89,2.96623853957079e-05,"Pro","river"
"91",753566,80,41,"580713548","radiant","%40Foggeddota",1,90000,90,2.99956706248731e-05,"Pro","river"
"92",754433,78,41,"580713548","radiant","%40Foggeddota",1,90867,91,3.03289558540384e-05,"Pro","river"
"93",755300,76,40,"580713548","radiant","%40Foggeddota",1,91734,92,3.06622410832037e-05,"Pro","jungle radiant"
"94",756566,73,40,"580713548","radiant","%40Foggeddota",1,93000,93,3.09955263123689e-05,"Pro","jungle radiant"
"95",757433,71,40,"580713548","radiant","%40Foggeddota",1,93867,94,3.13288115415342e-05,"Pro","jungle radiant"
"96",758500,69,39,"580713548","radiant","%40Foggeddota",1,94934,95,3.16620967706994e-05,"Pro","jungle radiant"
"97",759166,67,39,"580713548","radiant","%40Foggeddota",1,95600,96,3.19953819998647e-05,"Pro","jungle radiant"
"98",760500,68,36,"580713548","radiant","%40Foggeddota",1,96934,97,3.23286672290299e-05,"Pro","jungle radiant"
"99",761366,68,34,"580713548","radiant","%40Foggeddota",1,97800,98,3.26619524581952e-05,"Pro","jungle radiant"
"100",762500,68,32,"580713548","radiant","%40Foggeddota",1,98934,99,3.29952376873605e-05,"Pro","jungle radiant"
"101",763366,68,30,"580713548","radiant","%40Foggeddota",1,99800,100,3.33285229165257e-05,"Pro","jungle radiant"
"102",764366,66,28,"580713548","radiant","%40Foggeddota",1,100800,101,3.3661808145691e-05,"Pro","jungle radiant"
"103",765566,65,26,"580713548","radiant","%40Foggeddota",1,102000,102,3.39950933748562e-05,"Pro","jungle radiant"
"104",766300,63,25,"580713548","radiant","%40Foggeddota",1,102734,103,3.43283786040215e-05,"Pro","jungle radiant"
"105",766766,63,26,"580713548","radiant","%40Foggeddota",1,103200,104,3.46616638331867e-05,"Pro","jungle radiant"
"106",766766,63,26,"580713548","radiant","%40Foggeddota",1,103200,105,3.4994949062352e-05,"Pro","jungle radiant"
"107",766766,63,26,"580713548","radiant","%40Foggeddota",1,103200,106,3.53282342915173e-05,"Pro","jungle radiant"
"108",766766,63,26,"580713548","radiant","%40Foggeddota",1,103200,107,3.56615195206825e-05,"Pro","jungle radiant"
"109",766766,63,26,"580713548","radiant","%40Foggeddota",1,103200,108,3.59948047498478e-05,"Pro","jungle radiant"
"110",766766,63,26,"580713548","radiant","%40Foggeddota",1,103200,109,3.6328089979013e-05,"Pro","jungle radiant"
"111",766766,63,26,"580713548","radiant","%40Foggeddota",1,103200,110,3.66613752081783e-05,"Pro","jungle radiant"
"112",774233,61,26,"580713548","radiant","%40Foggeddota",1,110667,111,3.69946604373435e-05,"Pro","jungle radiant"
"113",775100,59,27,"580713548","radiant","%40Foggeddota",1,111534,112,3.73279456665088e-05,"Pro","jungle radiant"
"114",775100,59,27,"580713548","radiant","%40Foggeddota",1,111534,113,3.76612308956741e-05,"Pro","jungle radiant"
"115",775100,59,27,"580713548","radiant","%40Foggeddota",1,111534,114,3.79945161248393e-05,"Pro","jungle radiant"
"116",775100,59,27,"580713548","radiant","%40Foggeddota",1,111534,115,3.83278013540046e-05,"Pro","jungle radiant"
"117",775100,59,27,"580713548","radiant","%40Foggeddota",1,111534,116,3.86610865831698e-05,"Pro","jungle radiant"
"118",780033,59,27,"580713548","radiant","%40Foggeddota",1,116467,117,3.89943718123351e-05,"Pro","jungle radiant"
"119",780033,59,27,"580713548","radiant","%40Foggeddota",1,116467,118,3.93276570415003e-05,"Pro","jungle radiant"
"120",780033,59,27,"580713548","radiant","%40Foggeddota",1,116467,119,3.96609422706656e-05,"Pro","jungle radiant"
"121",780033,59,27,"580713548","radiant","%40Foggeddota",1,116467,120,3.99942274998309e-05,"Pro","jungle radiant"
"122",780033,59,27,"580713548","radiant","%40Foggeddota",1,116467,121,4.03275127289961e-05,"Pro","jungle radiant"
"123",785500,60,27,"580713548","radiant","%40Foggeddota",1,121934,122,4.06607979581614e-05,"Pro","jungle radiant"
"124",786433,62,27,"580713548","radiant","%40Foggeddota",1,122867,123,4.09940831873266e-05,"Pro","jungle radiant"
"125",787366,64,28,"580713548","radiant","%40Foggeddota",1,123800,124,4.13273684164919e-05,"Pro","jungle radiant"
"126",788300,66,29,"580713548","radiant","%40Foggeddota",1,124734,125,4.16606536456571e-05,"Pro","jungle radiant"
"127",789500,68,31,"580713548","radiant","%40Foggeddota",1,125934,126,4.19939388748224e-05,"Pro","jungle radiant"
"128",790366,68,33,"580713548","radiant","%40Foggeddota",1,126800,127,4.23272241039877e-05,"Pro","jungle radiant"
"129",791033,68,34,"580713548","radiant","%40Foggeddota",1,127467,128,4.26605093331529e-05,"Pro","jungle radiant"
"130",792033,69,34,"580713548","radiant","%40Foggeddota",1,128467,129,4.29937945623182e-05,"Pro","jungle radiant"
"131",793366,71,32,"580713548","radiant","%40Foggeddota",1,129800,130,4.33270797914834e-05,"Pro","jungle radiant"
"132",794433,72,30,"580713548","radiant","%40Foggeddota",1,130867,131,4.36603650206487e-05,"Pro","jungle radiant"
"133",795166,73,28,"580713548","radiant","%40Foggeddota",1,131600,132,4.39936502498139e-05,"Pro","jungle radiant"
"134",796433,75,27,"580713548","radiant","%40Foggeddota",1,132867,133,4.43269354789792e-05,"Pro","jungle radiant"
"135",797433,74,26,"580713548","radiant","%40Foggeddota",1,133867,134,4.46602207081445e-05,"Pro","jungle radiant"
"136",798500,73,24,"580713548","radiant","%40Foggeddota",1,134934,135,4.49935059373097e-05,"Pro","jungle radiant"
"137",799433,72,22,"580713548","radiant","%40Foggeddota",1,135867,136,4.5326791166475e-05,"Pro","jungle radiant"
"138",800366,71,20,"580713548","radiant","%40Foggeddota",1,136800,137,4.56600763956402e-05,"Pro","jungle radiant"
"139",801366,69,19,"580713548","radiant","%40Foggeddota",1,137800,138,4.59933616248055e-05,"Pro","jungle radiant"
"140",802233,67,19,"580713548","radiant","%40Foggeddota",1,138667,139,4.63266468539707e-05,"Pro","jungle radiant"
"141",803166,67,20,"580713548","radiant","%40Foggeddota",1,139600,140,4.6659932083136e-05,"Pro","jungle radiant"
"142",804366,69,22,"580713548","radiant","%40Foggeddota",1,140800,141,4.69932173123013e-05,"Pro","void radiant"
"143",805300,71,23,"580713548","radiant","%40Foggeddota",1,141734,142,4.73265025414665e-05,"Pro","jungle radiant"
"144",806500,73,25,"580713548","radiant","%40Foggeddota",1,142934,143,4.76597877706318e-05,"Pro","jungle radiant"
"145",807433,73,27,"580713548","radiant","%40Foggeddota",1,143867,144,4.7993072999797e-05,"Pro","jungle radiant"
"146",808300,72,29,"580713548","radiant","%40Foggeddota",1,144734,145,4.83263582289623e-05,"Pro","jungle radiant"
"147",809233,71,31,"580713548","radiant","%40Foggeddota",1,145667,146,4.86596434581275e-05,"Pro","jungle radiant"
"148",810233,70,33,"580713548","radiant","%40Foggeddota",1,146667,147,4.89929286872928e-05,"Pro","jungle radiant"
"149",811566,68,35,"580713548","radiant","%40Foggeddota",1,148000,148,4.93262139164581e-05,"Pro","jungle radiant"
"150",812500,67,37,"580713548","radiant","%40Foggeddota",1,148934,149,4.96594991456233e-05,"Pro","jungle radiant"
"151",813566,65,38,"580713548","radiant","%40Foggeddota",1,150000,150,4.99927843747886e-05,"Pro","jungle radiant"
"152",814433,64,40,"580713548","radiant","%40Foggeddota",1,150867,151,5.03260696039538e-05,"Pro","jungle radiant"
"153",815566,61,40,"580713548","radiant","%40Foggeddota",1,152000,152,5.06593548331191e-05,"Pro","jungle radiant"
"154",816433,59,41,"580713548","radiant","%40Foggeddota",1,152867,153,5.09926400622843e-05,"Pro","jungle radiant"
"155",817233,61,40,"580713548","radiant","%40Foggeddota",1,153667,154,5.13259252914496e-05,"Pro","jungle radiant"
"156",817633,62,40,"580713548","radiant","%40Foggeddota",1,154067,155,5.16592105206149e-05,"Pro","jungle radiant"
"157",817633,62,40,"580713548","radiant","%40Foggeddota",1,154067,156,5.19924957497801e-05,"Pro","jungle radiant"
"158",820100,61,41,"580713548","radiant","%40Foggeddota",1,156534,157,5.23257809789454e-05,"Pro","jungle radiant"
"159",820100,61,41,"580713548","radiant","%40Foggeddota",1,156534,158,5.26590662081106e-05,"Pro","jungle radiant"
"160",820100,61,41,"580713548","radiant","%40Foggeddota",1,156534,159,5.29923514372759e-05,"Pro","jungle radiant"
"161",820100,61,41,"580713548","radiant","%40Foggeddota",1,156534,160,5.33256366664411e-05,"Pro","jungle radiant"
"162",824566,61,40,"580713548","radiant","%40Foggeddota",1,161000,161,5.36589218956064e-05,"Pro","jungle radiant"
"163",824566,61,40,"580713548","radiant","%40Foggeddota",1,161000,162,5.39922071247717e-05,"Pro","jungle radiant"
"164",825766,61,39,"580713548","radiant","%40Foggeddota",1,162200,163,5.43254923539369e-05,"Pro","jungle radiant"
"165",825766,61,39,"580713548","radiant","%40Foggeddota",1,162200,164,5.46587775831022e-05,"Pro","jungle radiant"
"166",827766,61,38,"580713548","radiant","%40Foggeddota",1,164200,165,5.49920628122674e-05,"Pro","jungle radiant"
"167",827766,61,38,"580713548","radiant","%40Foggeddota",1,164200,166,5.53253480414327e-05,"Pro","jungle radiant"
"168",827766,61,38,"580713548","radiant","%40Foggeddota",1,164200,167,5.56586332705979e-05,"Pro","jungle radiant"
"169",827766,61,38,"580713548","radiant","%40Foggeddota",1,164200,168,5.59919184997632e-05,"Pro","jungle radiant"
"170",827766,61,38,"580713548","radiant","%40Foggeddota",1,164200,169,5.63252037289285e-05,"Pro","jungle radiant"
"171",827766,61,38,"580713548","radiant","%40Foggeddota",1,164200,170,5.66584889580937e-05,"Pro","jungle radiant"
"172",827766,61,38,"580713548","radiant","%40Foggeddota",1,164200,171,5.6991774187259e-05,"Pro","jungle radiant"
"173",835033,59,38,"580713548","radiant","%40Foggeddota",1,171467,172,5.73250594164242e-05,"Pro","jungle radiant"
"174",836566,58,38,"580713548","radiant","%40Foggeddota",1,173000,173,5.76583446455895e-05,"Pro","jungle radiant"
"175",837366,57,37,"580713548","radiant","%40Foggeddota",1,173800,174,5.79916298747547e-05,"Pro","jungle radiant"
"176",838500,55,36,"580713548","radiant","%40Foggeddota",1,174934,175,5.832491510392e-05,"Pro","jungle radiant"
"177",839233,53,36,"580713548","radiant","%40Foggeddota",1,175667,176,5.86582003330853e-05,"Pro","jungle radiant"
"178",840366,50,36,"580713548","radiant","%40Foggeddota",1,176800,177,5.89914855622505e-05,"Pro","void radiant"
"179",841500,47,36,"580713548","radiant","%40Foggeddota",1,177934,178,5.93247707914158e-05,"Pro","midlane radiant"
"180",842500,46,38,"580713548","radiant","%40Foggeddota",1,178934,179,5.9658056020581e-05,"Pro","midlane radiant"
"181",843433,44,39,"580713548","radiant","%40Foggeddota",1,179867,180,5.99913412497463e-05,"Pro","midlane radiant"
"182",844500,43,41,"580713548","radiant","%40Foggeddota",1,180934,181,6.03246264789115e-05,"Pro","midlane radiant"
"183",845233,42,43,"580713548","radiant","%40Foggeddota",1,181667,182,6.06579117080768e-05,"Pro","midlane radiant"
"184",846233,40,45,"580713548","radiant","%40Foggeddota",1,182667,183,6.09911969372421e-05,"Pro","midlane radiant"
"185",847366,38,47,"580713548","radiant","%40Foggeddota",1,183800,184,6.13244821664073e-05,"Pro","jungle radiant"
"186",848433,39,50,"580713548","radiant","%40Foggeddota",1,184867,185,6.16577673955726e-05,"Pro","jungle radiant"
"187",849300,40,52,"580713548","radiant","%40Foggeddota",1,185734,186,6.19910526247378e-05,"Pro","jungle radiant"
"188",850566,42,55,"580713548","radiant","%40Foggeddota",1,187000,187,6.23243378539031e-05,"Pro","jungle radiant"
"189",851433,43,57,"580713548","radiant","%40Foggeddota",1,187867,188,6.26576230830683e-05,"Pro","jungle radiant"
"190",852233,44,59,"580713548","radiant","%40Foggeddota",1,188667,189,6.29909083122336e-05,"Pro","jungle radiant"
"191",853433,45,62,"580713548","radiant","%40Foggeddota",1,189867,190,6.33241935413989e-05,"Pro","jungle radiant"
"192",854233,46,64,"580713548","radiant","%40Foggeddota",1,190667,191,6.36574787705641e-05,"Pro","jungle radiant"
"193",855433,48,66,"580713548","radiant","%40Foggeddota",1,191867,192,6.39907639997294e-05,"Pro","jungle radiant"
"194",856433,50,68,"580713548","radiant","%40Foggeddota",1,192867,193,6.43240492288946e-05,"Pro","river"
"195",857233,52,69,"580713548","radiant","%40Foggeddota",1,193667,194,6.46573344580599e-05,"Pro","river"
"196",858433,55,70,"580713548","radiant","%40Foggeddota",1,194867,195,6.49906196872251e-05,"Pro","jungle dire"
"197",859566,57,69,"580713548","radiant","%40Foggeddota",1,196000,196,6.53239049163904e-05,"Pro","jungle dire"
"198",860566,60,68,"580713548","radiant","%40Foggeddota",1,197000,197,6.56571901455557e-05,"Pro","jungle dire"
"199",861433,61,66,"580713548","radiant","%40Foggeddota",1,197867,198,6.59904753747209e-05,"Pro","midlane dire"
"200",862500,61,64,"580713548","radiant","%40Foggeddota",1,198934,199,6.63237606038862e-05,"Pro","midlane dire"
"201",862500,61,64,"580713548","radiant","%40Foggeddota",1,198934,200,6.66570458330514e-05,"Pro","midlane dire"
"202",862500,61,64,"580713548","radiant","%40Foggeddota",1,198934,201,6.69903310622167e-05,"Pro","midlane dire"
"203",865233,62,62,"580713548","radiant","%40Foggeddota",1,201667,202,6.73236162913819e-05,"Pro","midlane dire"
"204",865633,63,62,"580713548","radiant","%40Foggeddota",1,202067,203,6.76569015205472e-05,"Pro","midlane dire"
"205",865633,63,62,"580713548","radiant","%40Foggeddota",1,202067,204,6.79901867497125e-05,"Pro","midlane dire"
"206",865633,63,62,"580713548","radiant","%40Foggeddota",1,202067,205,6.83234719788777e-05,"Pro","midlane dire"
"207",865633,63,62,"580713548","radiant","%40Foggeddota",1,202067,206,6.8656757208043e-05,"Pro","midlane dire"
"208",870166,61,61,"580713548","radiant","%40Foggeddota",1,206600,207,6.89900424372082e-05,"Pro","midlane dire"
"209",871566,58,60,"580713548","radiant","%40Foggeddota",1,208000,208,6.93233276663735e-05,"Pro","midlane radiant"
"210",872433,56,60,"580713548","radiant","%40Foggeddota",1,208867,209,6.96566128955387e-05,"Pro","void radiant"
"211",873433,54,59,"580713548","radiant","%40Foggeddota",1,209867,210,6.9989898124704e-05,"Pro","void radiant"
"212",874366,55,58,"580713548","radiant","%40Foggeddota",1,210800,211,7.03231833538693e-05,"Pro","midlane radiant"
"213",875300,54,56,"580713548","radiant","%40Foggeddota",1,211734,212,7.06564685830345e-05,"Pro","midlane radiant"
"214",876566,54,53,"580713548","radiant","%40Foggeddota",1,213000,213,7.09897538121998e-05,"Pro","midlane radiant"
"215",877566,53,51,"580713548","radiant","%40Foggeddota",1,214000,214,7.1323039041365e-05,"Pro","midlane radiant"
"216",877566,53,51,"580713548","radiant","%40Foggeddota",1,214000,215,7.16563242705303e-05,"Pro","midlane radiant"
"217",879166,51,51,"580713548","radiant","%40Foggeddota",1,215600,216,7.19896094996955e-05,"Pro","midlane radiant"
"218",880566,49,50,"580713548","radiant","%40Foggeddota",1,217000,217,7.23228947288608e-05,"Pro","midlane radiant"
"219",881366,49,49,"580713548","radiant","%40Foggeddota",1,217800,218,7.26561799580261e-05,"Pro","midlane radiant"
"220",882566,46,48,"580713548","radiant","%40Foggeddota",1,219000,219,7.29894651871913e-05,"Pro","midlane radiant"
"221",883500,44,47,"580713548","radiant","%40Foggeddota",1,219934,220,7.33227504163566e-05,"Pro","midlane radiant"
"222",884300,42,47,"580713548","radiant","%40Foggeddota",1,220734,221,7.36560356455218e-05,"Pro","midlane radiant"
"223",885500,39,46,"580713548","radiant","%40Foggeddota",1,221934,222,7.39893208746871e-05,"Pro","midlane radiant"
"224",886500,38,47,"580713548","radiant","%40Foggeddota",1,222934,223,7.43226061038523e-05,"Pro","jungle radiant"
"225",887566,39,50,"580713548","radiant","%40Foggeddota",1,224000,224,7.46558913330176e-05,"Pro","jungle radiant"
"226",888366,40,52,"580713548","radiant","%40Foggeddota",1,224800,225,7.49891765621829e-05,"Pro","jungle radiant"
"227",889233,41,54,"580713548","radiant","%40Foggeddota",1,225667,226,7.53224617913481e-05,"Pro","jungle radiant"
"228",890500,43,56,"580713548","radiant","%40Foggeddota",1,226934,227,7.56557470205134e-05,"Pro","jungle radiant"
"229",891433,44,59,"580713548","radiant","%40Foggeddota",1,227867,228,7.59890322496786e-05,"Pro","jungle radiant"
"230",892366,45,61,"580713548","radiant","%40Foggeddota",1,228800,229,7.63223174788439e-05,"Pro","jungle radiant"
"231",893500,46,64,"580713548","radiant","%40Foggeddota",1,229934,230,7.66556027080091e-05,"Pro","jungle radiant"
"232",894333,47,66,"580713548","radiant","%40Foggeddota",1,230767,231,7.69888879371744e-05,"Pro","jungle radiant"
"233",895466,48,69,"580713548","radiant","%40Foggeddota",1,231900,232,7.73221731663397e-05,"Pro","river"
"234",896466,50,71,"580713548","radiant","%40Foggeddota",1,232900,233,7.76554583955049e-05,"Pro","river"
"235",897533,52,71,"580713548","radiant","%40Foggeddota",1,233967,234,7.79887436246702e-05,"Pro","river"
"236",898266,54,71,"580713548","radiant","%40Foggeddota",1,234700,235,7.83220288538354e-05,"Pro","void dire"
"237",899466,57,70,"580713548","radiant","%40Foggeddota",1,235900,236,7.86553140830007e-05,"Pro","jungle dire"
