zone,value
midlane radiant,0.0364508644484
toplane dire,0.277611283657
void dire,0.0107981417371
bottomlane dire,0.102791060645
pit dire,0.000135127349671
jungle radiant,0.0258716499678
secretshop dire,8.37999067726e-06
laneshop radiant,0.000726964191252
base2 dire,0.0797445150342
jungle dire,0.152335660527
void radiant,0.0063137992259
bottomlane radiant,0.137320288481
laneshop dire,0.000675112998937
river,0.0276015942932
toplane radiant,0.0043884963678
midlane dire,0.137227061085
