zone,value
midlane radiant,0.0332909849331
toplane dire,0.263220503894
bottomlane dire,0.110734042011
pit dire,6.59066303209e-05
jungle radiant,0.0421389093706
secretshop dire,1.88769607833e-05
laneshop radiant,0.000818218610503
laneshop dire,0.000809105594952
base2 dire,0.0833521967331
jungle dire,0.174057295156
void radiant,0.00732165706518
bottomlane radiant,0.1152228531
void dire,0.0121870309747
river,0.0408707356173
toplane radiant,0.00383072117964
midlane dire,0.112060962168
