zone,value
midlane radiant,0.124116297173
toplane dire,0.116975176642
base1 radiant,0.0736296041306
bottomlane dire,0.0103563999473
void radiant,0.0232387870157
jungle radiant,0.190278050008
laneshop radiant,0.000654443194822
jungle dire,0.0421816452898
pit dire,9.65303712362e-05
void dire,0.00504592064287
bottomlane radiant,0.255256242325
laneshop dire,0.00073166749181
river,0.0436979901722
toplane radiant,0.0895060688154
midlane dire,0.0242351767798
