zone,value
midlane radiant,0.0303471082824
toplane dire,0.261024033369
void dire,0.0114669627334
bottomlane dire,0.115059467391
pit dire,9.31621137026e-05
jungle radiant,0.035733483004
secretshop dire,1.86651686504e-05
laneshop radiant,0.000837476646026
base2 dire,0.0871733779682
jungle dire,0.174435497352
void radiant,0.00707344400032
bottomlane radiant,0.117852693507
laneshop dire,0.000837476646026
river,0.0393736820795
toplane radiant,0.0048390268374
midlane dire,0.113834442901
