"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"Latvia","LVA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",70,70,69,70,71,71,71,70,70,70,70,70,70,70,70,69,69,69,69,68,69,69,69,69,69,69,71,71,71,70,69,69,68,67,66,66,69,69,69,70,70,71,71,71,72,71,71,71,72,73,73,74
"Morocco","MAR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",48,49,49,50,50,51,51,51,52,52,53,53,53,54,54,54,55,55,56,57,58,58,59,60,61,61,62,63,63,64,65,65,66,66,66,67,67,67,68,68,68,69,69,70,70,70,71,71,72,72,73,73
"Moldova","MDA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",62,62,63,63,63,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,69
"Madagascar","MDG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",40,40,41,41,42,42,43,43,44,44,45,45,46,46,47,47,48,48,48,49,49,49,49,50,50,50,50,50,50,51,51,52,52,53,54,55,55,56,57,58,58,59,60,60,61,61,62,62,62,63,63,64
"Mexico","MEX","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",57,58,58,59,59,59,60,60,61,61,61,62,62,63,63,64,64,65,66,66,67,67,67,68,68,69,69,70,70,70,71,71,72,72,72,73,73,73,74,74,74,75,75,75,75,75,75,76,76,76,76,76
"Macedonia, FYR","MKD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",61,61,62,62,63,64,64,65,65,66,66,67,67,67,68,68,68,68,68,69,69,69,69,69,69,70,70,70,71,71,71,71,71,72,72,72,72,73,73,73,73,73,74,74,74,74,74,74,74,75,75,75
"Mali","MLI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",28,28,29,29,29,30,30,31,31,32,32,33,34,34,35,36,37,37,38,39,40,40,41,42,43,43,44,45,45,46,46,47,47,47,48,48,48,48,48,48,49,49,50,51,52,53,53,54,55,56,56,57
"Myanmar","MMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",43,43,44,45,46,47,48,49,50,50,51,51,52,52,53,53,53,54,54,55,55,55,56,56,56,57,57,58,58,58,59,59,59,60,60,60,61,61,61,62,62,62,63,63,63,64,64,64,64,65,65,65
"Montenegro","MNE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",64,64,65,66,66,67,67,68,69,69,70,70,71,71,72,72,72,72,72,73,73,73,73,73,74,74,74,74,74,74,74,74,75,75,75,75,75,75,75,74,74,74,74,73,73,74,74,74,74,74,74,75
"Mongolia","MNG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",48,49,50,51,52,52,53,54,54,55,55,56,56,56,57,57,57,57,57,57,57,57,57,58,58,58,59,59,60,60,60,60,61,61,61,61,61,62,62,62,63,63,64,64,65,65,66,66,67,67,68,68
"Mozambique","MOZ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",35,35,36,36,37,37,38,38,38,39,39,40,40,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,44,44,45,45,46,47,47,48,48,49,49,49,50,50,51,51,52,52,53,53,54
"Mauritania","MRT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",43,44,45,45,46,47,47,48,48,49,49,50,50,50,51,51,52,52,53,54,54,55,55,56,56,57,57,58,58,58,58,59,59,59,59,59,60,60,60,60,60,60,60,60,60,61,61,61,61,62,62,62
"Malawi","MWI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",38,38,38,38,39,39,39,39,40,40,41,41,41,42,42,43,43,44,44,44,45,45,45,45,45,45,45,45,44,44,44,44,43,43,43,43,44,44,44,44,44,44,45,46,47,48,50,52,53,55,57,59
"Malaysia","MYS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",59,60,61,61,62,62,63,63,64,64,64,65,65,66,66,66,67,67,67,68,68,68,69,69,69,70,70,70,70,71,71,71,71,71,72,72,72,72,72,73,73,73,73,73,73,74,74,74,74,74,74,74
"Namibia","NAM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",47,47,48,49,49,50,50,51,51,52,53,53,54,54,55,55,56,56,57,57,58,58,59,59,59,60,60,61,61,61,61,61,61,61,61,60,59,58,57,56,55,54,54,54,55,56,57,59,60,61,62,63
"New Caledonia","NCL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",59,59,59,60,60,61,61,62,62,63,63,63,64,64,65,65,66,66,66,66,67,67,67,69,68,69,69,69,69,69,70,70,72,72,71,72,72,72,74,74,75,75,75,75,76,75,76,76,76,77,77,77
"Niger","NER","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",36,36,36,36,36,36,36,36,36,36,36,36,37,37,37,37,38,38,38,39,39,40,40,41,41,42,42,43,43,43,44,45,45,46,46,47,48,49,49,50,51,51,52,53,53,54,55,55,56,57,58,59
"Nigeria","NGA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",37,38,38,38,39,39,40,40,40,41,41,42,42,42,43,43,44,44,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,47,47,47,48,48,49,49,50,50,51,51,52
"Nicaragua","NIC","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",47,48,48,49,50,50,51,52,52,53,54,54,55,55,56,57,57,57,58,58,58,59,59,60,60,61,61,62,63,63,64,65,66,66,67,67,68,68,69,69,70,70,71,71,71,72,72,73,73,73,74,74
"Netherlands","NLD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",73,74,73,73,74,74,74,74,74,74,74,74,74,74,75,74,75,75,75,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,79,79,80,80,80,81,81,81
"Norway","NOR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",74,74,73,73,74,74,74,74,74,74,74,74,74,74,75,75,75,75,75,75,76,76,76,76,76,76,76,76,76,77,77,77,77,77,78,78,78,78,78,78,79,79,79,79,80,80,80,80,81,81,81,81
"Nepal","NPL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",35,36,36,36,37,38,38,39,39,40,41,41,42,42,43,43,44,45,45,46,47,47,48,49,49,50,51,52,53,53,54,55,56,57,58,58,59,60,61,62,62,63,64,64,65,65,66,67,67,68,68,68
"New Zealand","NZL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",71,71,71,71,71,71,71,71,71,71,71,72,72,72,72,72,72,72,73,73,73,74,74,74,74,74,74,74,74,75,75,76,76,76,77,77,77,77,78,78,79,79,79,79,80,80,80,80,80,81,81,81
"Oman","OMN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",43,43,44,45,46,47,47,48,49,50,50,51,52,53,54,55,56,57,58,59,60,61,62,62,63,64,65,65,66,67,67,68,68,69,69,70,70,71,71,72,72,73,73,74,74,74,75,75,75,76,76,76
"Pakistan","PAK","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",45,46,47,48,49,50,50,51,52,52,53,53,54,54,55,55,56,56,56,57,57,57,58,58,58,59,59,59,60,60,60,60,61,61,61,61,62,62,62,63,63,63,63,63,64,64,64,64,65,65,65,65
"Panama","PAN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",61,61,62,62,63,63,64,64,65,65,66,66,67,67,68,68,69,69,69,70,70,71,71,71,72,72,72,72,73,73,73,73,73,74,74,74,74,75,75,75,75,75,75,76,76,76,76,76,76,77,77,77
"Peru","PER","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",48,48,49,49,50,50,51,51,52,53,53,54,55,56,56,57,58,58,59,59,60,61,61,62,62,63,63,64,65,65,66,66,67,67,68,68,69,69,70,70,71,71,71,72,72,72,73,73,73,73,74,74
"Philippines","PHL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",58,58,58,59,59,59,60,60,60,61,61,61,61,61,61,62,62,62,62,62,62,62,63,63,63,64,64,64,65,65,65,65,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,67,68,68,68,68
"Papua New Guinea","PNG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",38,39,40,40,41,42,43,44,45,45,46,47,47,48,49,49,50,51,51,52,53,54,54,54,55,55,55,55,55,55,56,56,56,57,57,57,58,58,58,58,59,59,60,60,60,61,61,61,62,62,62,62
"Poland","POL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",68,68,67,68,69,69,70,69,70,70,70,70,71,71,71,71,71,70,70,71,70,71,71,71,71,71,71,71,71,71,71,71,71,72,72,72,72,73,73,73,74,74,74,75,75,75,75,75,76,76,76,77
"Puerto Rico","PRI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",69,69,69,69,70,70,70,71,71,71,72,72,72,72,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,75,75,75,77,77,78,78,78,78,78,78,79,78,78,78
"Korea, Dem. Rep.","PRK","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",51,51,52,52,53,54,55,56,57,58,59,60,61,62,62,63,64,64,65,65,66,66,66,67,67,67,68,68,69,69,69,69,69,68,67,66,65,64,64,64,65,66,67,67,68,68,68,68,68,69,69,69
"Portugal","PRT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",63,63,64,64,65,65,65,66,66,67,67,67,68,68,68,68,69,70,70,71,71,72,72,72,73,73,73,74,74,74,74,74,74,75,75,75,75,75,76,76,76,77,77,77,78,78,78,78,79,79,79,80
"Paraguay","PRY","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",64,64,64,64,65,65,65,65,65,65,65,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,67,68,68,68,68,68,68,69,69,69,69,69,70,70,70,70,71,71,71,71,71,72,72,72,72,72
"Qatar","QAT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",61,62,63,63,64,65,66,66,67,68,69,69,70,70,71,71,71,72,72,72,73,73,73,74,74,74,74,75,75,75,75,75,75,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,78,78,78
"Romania","ROU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",66,66,67,67,68,68,68,68,68,68,68,69,68,69,69,70,70,70,69,69,69,69,70,70,70,70,69,69,69,70,70,70,70,70,70,69,69,69,70,71,71,71,71,71,72,72,72,73,73,73,73,75
"Russian Federation","RUS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",66,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,67,67,67,67,67,67,68,68,67,68,69,69,69,69,69,68,67,65,64,65,66,67,67,66,65,65,65,65,65,65,67,67,68,69,69,70
"Rwanda","RWA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",42,43,43,43,43,44,44,44,44,44,44,44,44,45,45,45,45,46,46,47,48,49,50,50,51,50,49,46,43,38,33,30,27,27,29,32,36,40,43,46,48,50,51,52,53,55,56,58,59,60,61,62
"Saudi Arabia","SAU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",46,46,47,47,48,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,65,66,67,67,68,68,69,69,70,70,70,71,71,71,72,72,72,73,73,73,73,73,73,73,73,73,74,74,74
"Sudan","SDN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",48,49,49,49,50,50,51,51,51,52,52,53,53,53,53,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,56,56,56,56,56,57,57,57,57,58,58,58,59,59,59,60,60,61,61,62,62,62
"Senegal","SEN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",38,38,38,38,38,38,38,38,39,39,39,40,41,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56,56,57,57,57,58,58,57,57,57,57,57,58,58,58,59,59,60,60,61,62,63,63,64,65
"Solomon Islands","SLB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",49,50,50,51,51,52,52,53,53,54,54,55,55,56,57,57,58,58,58,59,59,59,59,58,58,57,57,56,56,56,57,57,58,58,59,60,60,61,62,62,63,63,64,65,65,66,66,66,67,67,67,67
"Sierra Leone","SLE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",30,31,31,31,31,32,32,32,33,34,35,35,36,37,38,38,39,40,40,40,41,41,41,41,41,40,40,39,39,38,37,37,36,36,36,36,36,36,37,38,39,40,41,42,43,44,45,45,46,47,48,49
"El Salvador","SLV","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",50,51,51,52,52,53,53,54,54,55,55,55,56,56,56,56,56,56,56,56,57,57,57,58,58,59,60,61,62,63,64,65,66,66,67,67,68,68,68,68,69,69,69,70,70,70,70,71,71,71,72,72
"Somalia","SOM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",37,37,38,38,39,39,39,40,40,41,41,41,42,42,42,43,43,44,44,44,45,45,45,46,46,46,46,46,46,46,45,45,45,46,46,47,48,49,50,50,51,51,52,52,52,52,53,53,53,54,54,54
"Serbia","SRB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",53,54,54,55,55,55,56,56,57,57,57,58,58,59,59,59,60,60,60,61,61,61,62,62,63,63,63,63,64,64,64,71,64,64,65,65,65,72,65,66,72,72,72,72,73,73,73,74,74,74,74,75
"Suriname","SUR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",60,60,60,61,61,62,62,62,63,63,63,64,64,64,64,65,65,65,65,66,66,66,66,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,69,69,69,69,70,70,70,71
"Slovak Republic","SVK","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",70,70,70,71,71,71,71,70,70,70,70,70,70,70,70,70,70,70,70,71,70,71,71,70,71,71,71,71,71,71,71,71,72,72,72,72,73,73,73,73,73,73,74,74,74,74,74,74,75,75,75,76
"Slovenia","SVN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",69,69,69,69,69,68,69,69,69,68,69,69,69,69,70,70,70,71,71,71,71,71,71,71,71,71,72,72,72,73,73,73,73,73,73,74,74,75,75,75,75,76,76,77,77,78,78,79,79,79,79,80
"Sweden","SWE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",73,73,73,74,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,76,76,76,76,77,77,77,77,77,77,78,78,78,78,78,79,79,79,79,79,79,80,80,80,80,80,81,81,81,81,81,81,82
"Swaziland","SWZ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",44,45,45,45,45,46,46,46,47,47,48,49,49,50,50,51,52,52,53,54,54,55,56,56,57,57,58,58,59,59,59,59,59,58,58,56,55,53,52,50,49,47,47,46,46,46,46,47,47,48,48,49
"Syrian Arab Republic","SYR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",53,53,54,54,55,56,56,57,58,58,59,60,61,61,62,63,63,64,65,65,66,66,67,67,68,68,69,69,70,70,70,71,71,71,72,72,72,73,73,73,73,74,74,74,74,75,75,75,75,75,75,75
"Chad","TCD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",38,38,39,39,39,39,40,40,40,41,41,42,42,43,43,43,44,44,44,44,45,45,45,46,46,46,46,46,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,49,49,49,50,50
"Togo","TGO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",40,41,42,42,43,43,44,45,45,46,47,47,48,48,49,50,50,51,51,52,52,53,53,54,54,55,55,55,56,56,56,56,56,55,55,55,54,54,54,54,53,54,54,54,54,55,55,55,56,57,57,58
"Thailand","THA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",55,55,56,56,57,57,58,58,58,59,59,60,60,61,61,62,63,63,63,64,64,65,66,66,67,68,69,69,70,70,70,70,70,70,70,70,70,70,70,70,71,71,71,71,72,72,73,73,73,73,74,74
"Tajikistan","TJK","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",56,57,57,57,58,58,59,59,59,60,60,60,61,61,61,61,61,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,62,62,62,62,63,63,63,63,64,64,65,65,66,66,67,67,68,68,69,69
"Turkmenistan","TKM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",54,55,55,56,56,57,57,57,58,58,58,59,59,59,59,60,60,60,60,61,61,61,61,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,64,64,64,64,65,65,65,65,65,65
"Timor-Leste","TLS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",34,34,35,35,36,36,37,38,38,39,40,40,39,38,37,35,34,33,33,33,34,36,38,40,42,43,45,46,47,48,48,49,50,51,52,54,55,56,57,59,59,60,61,62,62,63,64,64,65,65,66,66
"Trinidad and Tobago","TTO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",63,63,64,64,64,65,65,65,65,65,65,65,65,66,66,66,66,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,70,70,70
"Tunisia","TUN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",42,43,43,44,45,46,47,48,49,50,51,52,53,55,56,57,58,59,60,61,62,63,64,65,65,66,66,67,68,68,70,71,71,71,71,71,72,72,72,72,73,73,73,73,73,74,74,74,74,74,75,74
"Turkey","TUR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",45,46,47,48,48,49,50,50,51,52,52,53,53,54,55,55,56,57,57,58,59,59,60,61,61,62,62,63,63,64,64,65,65,66,66,67,68,68,69,69,70,71,71,72,72,72,73,73,74,74,74,75
"Tanzania","TZA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",44,44,44,44,45,45,45,46,46,46,47,47,48,48,48,49,49,50,50,50,50,51,51,51,51,51,51,51,51,50,50,50,49,49,49,49,49,49,49,50,50,51,52,53,54,56,57,58,59,61,62,63
"Uganda","UGA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",44,45,45,46,46,47,47,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,48,47,47,46,46,45,45,44,44,44,44,44,44,45,46,46,47,48,50,51,52,53,54,54,55,56,56
"Ukraine","UKR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",68,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,69,69,69,69,69,69,69,69,69,70,70,70,70,71,70,69,69,68,68,67,67,67,68,68,68,68,68,68,68,68,68,68,68,69,70,71
"Uruguay","URY","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,70,70,71,71,71,71,72,72,72,72,72,73,73,73,73,73,74,74,74,74,74,75,75,75,75,75,76,76,76,76,76,76,77
"United States","USA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",70,70,70,70,70,70,70,71,70,71,71,71,71,71,72,73,73,73,73,74,74,74,74,74,75,75,75,75,75,75,75,75,76,75,76,76,76,76,77,77,77,77,77,77,77,77,78,78,78,78,79,79
"Uzbekistan","UZB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",59,59,60,60,61,61,61,62,62,62,63,63,63,64,64,64,64,64,65,65,65,66,66,66,67,67,67,67,67,67,67,67,66,66,66,66,66,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68
"Venezuela, RB","VEN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",59,60,60,61,62,62,63,63,64,64,65,65,66,66,66,67,67,67,68,68,68,68,69,69,69,69,69,69,70,70,70,70,70,70,71,71,71,72,72,72,72,73,73,73,73,73,73,73,73,74,74,74
"Vietnam","VNM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",59,60,60,61,62,62,62,62,61,61,60,59,59,59,60,62,63,65,66,67,67,68,68,68,69,69,69,70,70,70,71,71,71,71,72,72,72,73,73,73,74,74,74,74,74,75,75,75,75,75,75,75
"Vanuatu","VUT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",46,47,48,48,49,49,50,51,51,52,52,53,54,54,55,55,56,57,57,58,59,59,60,60,61,61,62,62,62,63,63,64,64,65,65,65,66,66,67,67,68,68,68,69,69,69,70,70,70,71,71,71
"West Bank and Gaza","PSE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",53,54,54,55,55,55,56,56,57,57,57,58,58,59,59,59,60,60,60,61,61,61,62,62,63,63,63,63,64,64,68,68,69,69,69,70,70,70,70,71,71,71,71,71,72,72,72,72,72,72,73,73
"Yemen, Rep.","YEM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",34,34,35,35,36,37,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,52,53,54,55,56,56,57,57,58,58,58,59,59,59,59,60,60,60,60,61,61,61,61,61,62,62,62,62,63,63
"South Africa","ZAF","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",49,49,50,50,51,51,51,52,52,52,53,53,54,54,54,55,55,55,56,56,57,58,58,59,59,60,60,61,61,62,62,62,62,62,62,61,61,60,58,57,56,55,53,53,52,52,52,52,53,53,54,55
"Congo, Dem. Rep.","COD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",41,41,41,42,42,42,42,43,43,43,44,44,44,45,45,45,45,46,46,46,46,47,47,47,47,48,48,48,48,49,49,49,49,49,49,49,49,49,49,50,50,51,51,52,53,54,54,55,56,56,57,57
"Zambia","ZMB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",45,45,46,46,47,47,47,48,48,49,49,49,50,50,51,51,51,52,52,52,51,51,51,50,50,49,48,47,46,45,44,44,43,43,42,42,42,42,42,43,43,44,45,47,48,49,51,52,54,55,56,57
"Zimbabwe","ZWE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",52,52,52,53,53,53,54,54,54,55,55,55,56,56,56,57,57,58,58,59,59,60,61,61,62,62,62,62,61,61,60,58,56,55,52,50,48,46,44,43,42,41,41,41,41,42,43,44,46,48,50,52
