team,time,value
1,0,34
1,1,34
1,2,34
1,3,38
1,4,50
1,5,42
1,6,42
1,7,54
1,8,50
1,9,34
1,10,29
1,11,29
1,12,25
1,13,25
1,14,39
1,15,35
1,16,45
1,17,45
1,18,45
1,19,43
1,20,43
1,21,28
1,22,28
1,23,28
1,24,28
1,25,34
1,26,43
1,27,42
1,28,42
1,29,42
1,30,44
1,31,47
1,32,47
1,33,47
1,34,47
1,35,47
1,36,47
1,37,47
1,38,47
1,39,47
1,40,47
1,41,47
1,42,47
1,43,47
1,44,47
1,45,50
1,46,51
1,47,51
1,48,51
1,49,51
1,50,51
1,51,51
1,52,51
1,53,51
1,54,49
1,55,49
1,56,49
1,57,49
1,58,49
1,59,49
1,60,49
1,61,39
1,62,49
1,63,49
1,64,49
1,65,49
1,66,49
1,67,49
1,68,49
1,69,49
1,70,49
1,71,49
1,72,49
1,73,49
1,74,49
1,75,49
1,76,39
1,77,39
1,78,39
1,79,39
1,80,39
1,81,39
1,82,39
1,83,39
1,84,39
1,85,49
1,86,49
1,87,49
1,88,49
1,89,49
1,90,49
1,91,49
1,92,49
1,93,49
1,94,61
1,95,49
1,96,49
1,97,49
1,98,49
1,99,49
1,100,49
1,101,49
1,102,49
1,103,49
1,104,49
1,105,59
1,106,60
1,107,60
1,108,60
1,109,60
1,110,59
1,111,59
1,112,59
1,113,59
1,114,59
1,115,59
1,116,59
1,117,49
1,118,49
1,119,49
1,120,49
1,121,59
1,122,49
1,123,49
1,124,49
1,125,49
1,126,49
1,127,49
1,128,49
1,129,49
1,130,49
1,131,39
1,132,39
1,133,39
1,134,39
1,135,39
1,136,39
1,137,59
1,138,59
1,139,56
1,140,56
1,141,56
1,142,56
1,143,56
1,144,49
1,145,49
1,146,49
1,147,39
1,148,39
1,149,51
1,150,49
1,151,49
1,152,49
1,153,49
1,154,61
1,155,49
1,156,49
1,157,49
1,158,59
1,159,59
1,160,59
1,161,59
1,162,59
1,163,59
1,164,59
1,165,59
1,166,59
1,167,59
1,168,59
1,169,59
1,170,49
1,171,49
1,172,49
1,173,49
1,174,49
1,175,49
1,176,39
1,177,39
