team,time,value
1,0,5
1,1,5
1,2,5
1,3,5
1,4,5
1,5,20
1,6,20
1,7,23
1,8,23
1,9,23
1,10,23
1,11,23
1,12,32
1,13,32
1,14,32
1,15,35
1,16,35
1,17,35
1,18,35
1,19,35
1,20,35
1,21,35
1,22,35
1,23,35
1,24,31
1,25,31
1,26,31
1,27,31
1,28,31
1,29,40
1,30,40
1,31,47
1,32,42
1,33,42
1,34,42
1,35,42
1,36,42
1,37,38
1,38,38
1,39,38
1,40,42
1,41,42
1,42,42
1,43,42
1,44,54
1,45,42
1,46,42
1,47,42
1,48,48
1,49,48
1,50,48
1,51,54
1,52,42
1,53,42
1,54,42
1,55,42
1,56,41
1,57,41
1,58,41
1,59,41
1,60,37
1,61,37
1,62,37
1,63,37
1,64,37
1,65,37
1,66,37
1,67,37
1,68,40
1,69,54
1,70,27
1,71,27
1,72,29
1,73,29
1,74,45
1,75,33
1,76,37
1,77,37
1,78,37
1,79,37
1,80,33
1,81,33
1,82,33
1,83,33
1,84,39
1,85,45
1,86,48
1,87,48
1,88,48
1,89,48
1,90,48
1,91,48
1,92,48
1,93,48
1,94,54
1,95,48
1,96,48
1,97,48
1,98,41
1,99,41
1,100,53
1,101,53
1,102,59
1,103,59
1,104,59
1,105,52
1,106,40
1,107,43
1,108,43
1,109,43
1,110,45
1,111,41
1,112,45
1,113,44
1,114,40
1,115,40
1,116,41
1,117,48
1,118,60
1,119,46
1,120,56
1,121,56
1,122,70
1,123,64
1,124,52
1,125,52
1,126,60
1,127,50
1,128,54
1,129,54
1,130,54
1,131,54
1,132,54
1,133,54
1,134,54
1,135,54
1,136,54
1,137,54
1,138,54
1,139,54
1,140,54
1,141,54
1,142,54
1,143,54
1,144,54
1,145,54
1,146,54
1,147,54
1,148,54
1,149,54
1,150,54
1,151,54
1,152,54
1,153,54
1,154,54
1,155,54
1,156,54
1,157,54
1,158,54
1,159,54
1,160,54
1,161,54
1,162,54
1,163,54
1,164,54
1,165,54
1,166,54
1,167,54
1,168,54
1,169,54
1,170,54
1,171,54
1,172,54
1,173,54
1,174,54
1,175,54
1,176,54
1,177,54
1,178,54
1,179,54
1,180,54
1,181,54
1,182,54
1,183,62
1,184,54
1,185,54
1,186,54
1,187,54
1,188,54
1,189,54
1,190,54
1,191,54
1,192,54
1,193,53
1,194,53
1,195,52
1,196,52
1,197,52
1,198,52
1,199,52
1,200,52
1,201,52
1,202,52
1,203,52
1,204,52
1,205,42
1,206,42
1,207,42
1,208,52
1,209,54
1,210,44
1,211,52
1,212,52
1,213,52
1,214,52
1,215,44
1,216,44
1,217,46
1,218,46
1,219,44
1,220,44
1,221,44
1,222,44
1,223,36
1,224,36
1,225,26
1,226,26
1,227,16
1,228,16
1,229,16
1,230,16
1,231,16
1,232,16
1,233,16
1,234,25
1,235,25
1,236,25
1,237,25
1,238,34
1,239,34
1,240,34
1,241,34
1,242,34
