team,time,value
1,0,5
1,1,5
1,2,5
1,3,5
1,4,5
1,5,22
1,6,8
1,7,8
1,8,8
1,9,23
1,10,40
1,11,32
1,12,35
1,13,35
1,14,35
1,15,35
1,16,35
1,17,35
1,18,35
1,19,31
1,20,31
1,21,31
1,22,31
1,23,45
1,24,33
1,25,45
1,26,45
1,27,44
1,28,44
1,29,44
1,30,44
1,31,33
1,32,33
1,33,33
1,34,45
1,35,33
1,36,33
1,37,23
1,38,23
1,39,23
1,40,25
1,41,25
1,42,25
1,43,25
1,44,25
1,45,25
1,46,25
1,47,25
1,48,37
1,49,49
1,50,37
1,51,37
1,52,37
1,53,37
1,54,35
1,55,23
1,56,23
1,57,23
1,58,23
1,59,23
1,60,33
1,61,33
1,62,33
1,63,33
1,64,33
1,65,33
1,66,33
1,67,33
1,68,33
1,69,33
1,70,18
1,71,24
1,72,36
1,73,30
1,74,30
1,75,30
1,76,24
1,77,30
1,78,30
1,79,30
1,80,30
1,81,45
1,82,33
1,83,33
1,84,48
1,85,41
1,86,41
1,87,41
1,88,41
1,89,41
1,90,41
1,91,41
1,92,41
1,93,41
1,94,41
1,95,41
1,96,53
1,97,39
1,98,39
1,99,39
1,100,49
1,101,46
1,102,46
1,103,46
1,104,46
1,105,46
1,106,46
1,107,45
1,108,45
1,109,45
1,110,47
1,111,50
1,112,50
1,113,50
1,114,50
1,115,50
1,116,50
1,117,62
1,118,50
1,119,56
1,120,56
1,121,56
1,122,56
1,123,56
1,124,56
1,125,50
1,126,50
1,127,50
1,128,50
1,129,50
1,130,50
1,131,50
1,132,50
1,133,50
1,134,50
1,135,50
1,136,50
1,137,50
1,138,50
1,139,50
1,140,48
1,141,48
1,142,48
1,143,48
1,144,48
1,145,48
1,146,62
1,147,50
1,148,50
1,149,50
1,150,50
1,151,50
1,152,50
1,153,50
1,154,50
1,155,50
1,156,62
1,157,48
1,158,48
1,159,48
1,160,48
1,161,48
1,162,48
1,163,48
1,164,48
1,165,48
1,166,48
1,167,48
1,168,48
1,169,48
1,170,48
1,171,48
1,172,48
1,173,48
1,174,48
1,175,48
1,176,48
1,177,48
1,178,48
1,179,48
1,180,48
1,181,48
1,182,48
1,183,48
1,184,48
1,185,48
1,186,48
1,187,48
1,188,48
1,189,48
1,190,48
1,191,48
1,192,48
1,193,48
1,194,48
1,195,48
1,196,48
1,197,48
1,198,48
1,199,48
1,200,48
1,201,48
1,202,48
1,203,48
1,204,48
1,205,48
1,206,48
1,207,48
1,208,48
1,209,48
1,210,48
1,211,47
1,212,48
1,213,62
1,214,50
1,215,50
1,216,40
1,217,40
1,218,40
1,219,40
1,220,40
1,221,40
1,222,40
1,223,40
1,224,40
1,225,40
1,226,40
1,227,40
1,228,40
1,229,40
1,230,40
1,231,40
1,232,40
1,233,40
1,234,40
1,235,40
1,236,40
1,237,40
1,238,40
1,239,40
1,240,40
1,241,40
1,242,40
