team,time,value
1,0,5
1,1,5
1,2,5
1,3,5
1,4,5
1,5,5
1,6,5
1,7,5
1,8,5
1,9,5
1,10,5
1,11,20
1,12,20
1,13,20
1,14,20
1,15,23
1,16,29
1,17,29
1,18,29
1,19,29
1,20,29
1,21,29
1,22,29
1,23,29
1,24,31
1,25,31
1,26,47
1,27,45
1,28,45
1,29,44
1,30,32
1,31,32
1,32,34
1,33,24
1,34,24
1,35,24
1,36,24
1,37,24
1,38,24
1,39,24
1,40,24
1,41,34
1,42,34
1,43,34
1,44,34
1,45,35
1,46,35
1,47,35
1,48,35
1,49,35
1,50,35
1,51,47
1,52,47
1,53,59
1,54,41
1,55,35
1,56,47
1,57,41
1,58,41
1,59,35
1,60,47
1,61,47
1,62,47
1,63,32
1,64,18
1,65,18
1,66,18
1,67,18
1,68,18
1,69,18
1,70,18
1,71,18
1,72,18
1,73,22
1,74,28
1,75,28
1,76,28
1,77,28
1,78,28
1,79,28
1,80,28
1,81,36
1,82,24
1,83,24
1,84,24
1,85,24
1,86,24
1,87,33
1,88,39
1,89,31
1,90,31
1,91,46
1,92,46
1,93,46
1,94,54
1,95,42
1,96,42
1,97,54
1,98,54
1,99,54
1,100,54
1,101,42
1,102,42
1,103,42
1,104,42
1,105,42
1,106,42
1,107,42
1,108,42
1,109,42
1,110,54
1,111,40
1,112,40
1,113,40
1,114,40
1,115,39
1,116,39
1,117,53
1,118,39
1,119,39
1,120,39
1,121,39
1,122,39
1,123,39
1,124,43
1,125,38
1,126,38
1,127,38
1,128,38
1,129,38
1,130,38
1,131,46
1,132,44
1,133,44
1,134,44
1,135,36
1,136,38
1,137,38
1,138,38
1,139,38
1,140,38
1,141,38
1,142,38
1,143,38
1,144,38
1,145,38
1,146,38
1,147,28
1,148,28
1,149,38
1,150,38
1,151,38
1,152,38
1,153,38
1,154,38
1,155,38
1,156,38
1,157,30
1,158,38
1,159,39
1,160,39
1,161,27
1,162,41
1,163,27
1,164,27
1,165,27
1,166,27
1,167,27
1,168,27
1,169,27
1,170,27
1,171,27
1,172,27
1,173,27
1,174,27
1,175,27
1,176,27
1,177,27
1,178,27
1,179,27
1,180,27
1,181,27
1,182,27
1,183,36
1,184,36
1,185,36
1,186,38
1,187,44
1,188,38
1,189,32
1,190,32
1,191,32
1,192,32
1,193,32
1,194,32
1,195,32
1,196,32
1,197,32
1,198,32
1,199,32
1,200,44
1,201,32
1,202,32
1,203,32
1,204,32
1,205,44
1,206,32
1,207,32
1,208,44
1,209,32
1,210,32
1,211,32
1,212,32
1,213,32
1,214,31
1,215,31
1,216,31
1,217,31
1,218,31
1,219,31
1,220,32
1,221,32
1,222,32
1,223,32
1,224,32
1,225,34
1,226,34
1,227,34
1,228,34
1,229,34
1,230,27
1,231,27
1,232,43
1,233,31
1,234,31
1,235,31
1,236,32
1,237,32
1,238,32
1,239,32
1,240,31
1,241,32
1,242,32
