team,time,value
1,0,5
1,1,5
1,2,5
1,3,5
1,4,5
1,5,8
1,6,8
1,7,23
1,8,23
1,9,23
1,10,23
1,11,23
1,12,23
1,13,26
1,14,41
1,15,43
1,16,55
1,17,41
1,18,41
1,19,41
1,20,31
1,21,45
1,22,33
1,23,33
1,24,32
1,25,32
1,26,32
1,27,34
1,28,22
1,29,22
1,30,22
1,31,22
1,32,22
1,33,22
1,34,34
1,35,32
1,36,32
1,37,32
1,38,33
1,39,33
1,40,33
1,41,33
1,42,33
1,43,33
1,44,33
1,45,47
1,46,35
1,47,35
1,48,35
1,49,35
1,50,35
1,51,35
1,52,35
1,53,35
1,54,35
1,55,35
1,56,35
1,57,35
1,58,35
1,59,20
1,60,20
1,61,20
1,62,18
1,63,18
1,64,18
1,65,18
1,66,20
1,67,18
1,68,18
1,69,18
1,70,18
1,71,18
1,72,18
1,73,18
1,74,18
1,75,18
1,76,18
1,77,18
1,78,18
1,79,18
1,80,18
1,81,18
1,82,24
1,83,33
1,84,33
1,85,33
1,86,48
1,87,48
1,88,48
1,89,48
1,90,48
1,91,48
1,92,42
1,93,42
1,94,42
1,95,42
1,96,42
1,97,42
1,98,42
1,99,42
1,100,42
1,101,42
1,102,42
1,103,42
1,104,42
1,105,42
1,106,42
1,107,42
1,108,42
1,109,42
1,110,42
1,111,53
1,112,47
1,113,51
1,114,51
1,115,51
1,116,45
1,117,45
1,118,45
1,119,45
1,120,53
1,121,44
1,122,36
1,123,36
1,124,36
1,125,36
1,126,36
1,127,36
1,128,36
1,129,36
1,130,36
1,131,36
1,132,36
1,133,36
1,134,36
1,135,36
1,136,36
1,137,36
1,138,36
1,139,36
1,140,36
1,141,36
1,142,42
1,143,51
1,144,51
1,145,51
1,146,51
1,147,57
1,148,41
1,149,41
1,150,41
1,151,41
1,152,41
1,153,41
1,154,41
1,155,41
1,156,41
1,157,41
1,158,39
1,159,39
1,160,39
1,161,39
1,162,39
1,163,39
1,164,39
1,165,53
1,166,41
1,167,41
1,168,41
1,169,42
1,170,41
1,171,41
1,172,41
1,173,42
1,174,42
1,175,41
1,176,41
1,177,41
1,178,41
1,179,53
1,180,47
1,181,46
1,182,46
1,183,46
1,184,44
1,185,44
1,186,44
1,187,34
1,188,34
1,189,30
1,190,31
1,191,30
1,192,30
1,193,30
1,194,30
1,195,30
1,196,55
1,197,42
1,198,46
1,199,46
1,200,46
1,201,48
1,202,46
1,203,46
1,204,46
1,205,46
1,206,46
1,207,46
1,208,46
1,209,46
1,210,46
1,211,46
1,212,46
1,213,44
1,214,44
1,215,45
1,216,45
1,217,43
1,218,39
1,219,39
1,220,39
1,221,39
1,222,39
1,223,38
1,224,53
1,225,41
1,226,41
1,227,41
1,228,41
1,229,53
1,230,41
1,231,41
1,232,41
1,233,41
1,234,45
1,235,57
1,236,45
1,237,45
1,238,45
1,239,45
1,240,45
1,241,45
1,242,36
