team,time,value
1,0,5
1,1,5
1,2,5
1,3,5
1,4,5
1,5,22
1,6,8
1,7,11
1,8,11
1,9,11
1,10,14
1,11,17
1,12,20
1,13,20
1,14,20
1,15,20
1,16,20
1,17,20
1,18,20
1,19,20
1,20,20
1,21,20
1,22,20
1,23,20
1,24,20
1,25,20
1,26,20
1,27,20
1,28,20
1,29,20
1,30,22
1,31,22
1,32,22
1,33,22
1,34,36
1,35,24
1,36,24
1,37,38
1,38,26
1,39,54
1,40,30
1,41,30
1,42,30
1,43,36
1,44,36
1,45,36
1,46,42
1,47,30
1,48,30
1,49,30
1,50,42
1,51,30
1,52,30
1,53,30
1,54,30
1,55,28
1,56,42
1,57,30
1,58,30
1,59,30
1,60,28
1,61,28
1,62,40
1,63,28
1,64,28
1,65,28
1,66,28
1,67,28
1,68,25
1,69,37
1,70,25
1,71,25
1,72,29
1,73,29
1,74,29
1,75,29
1,76,29
1,77,29
1,78,29
1,79,20
1,80,20
1,81,32
1,82,26
1,83,26
1,84,26
1,85,26
1,86,47
1,87,41
1,88,41
1,89,54
1,90,54
1,91,54
1,92,54
1,93,54
1,94,60
1,95,48
1,96,48
1,97,48
1,98,48
1,99,48
1,100,48
1,101,54
1,102,42
1,103,42
1,104,42
1,105,42
1,106,54
1,107,40
1,108,40
1,109,40
1,110,42
1,111,42
1,112,40
1,113,39
1,114,39
1,115,39
1,116,41
1,117,41
1,118,41
1,119,41
1,120,40
1,121,40
1,122,53
1,123,41
1,124,41
1,125,41
1,126,41
1,127,41
1,128,41
1,129,41
1,130,41
1,131,41
1,132,39
1,133,39
1,134,39
1,135,41
1,136,53
1,137,47
1,138,53
1,139,41
1,140,53
1,141,41
1,142,41
1,143,41
1,144,41
1,145,41
1,146,41
1,147,41
1,148,41
1,149,41
1,150,41
1,151,41
1,152,41
1,153,41
1,154,41
1,155,41
1,156,31
1,157,31
1,158,31
1,159,31
1,160,31
1,161,31
1,162,31
1,163,31
1,164,31
1,165,30
1,166,30
1,167,31
1,168,55
1,169,41
1,170,41
1,171,41
1,172,41
1,173,41
1,174,36
1,175,36
1,176,36
1,177,34
1,178,34
1,179,34
1,180,34
1,181,37
1,182,37
1,183,37
1,184,37
1,185,37
1,186,37
1,187,37
1,188,37
1,189,39
1,190,39
1,191,37
1,192,37
1,193,37
1,194,37
1,195,38
1,196,38
1,197,38
1,198,36
1,199,35
1,200,34
1,201,34
1,202,34
1,203,34
1,204,34
1,205,34
1,206,34
1,207,34
1,208,34
1,209,34
1,210,35
1,211,35
1,212,35
1,213,35
1,214,34
1,215,34
1,216,34
1,217,34
1,218,34
1,219,34
1,220,34
1,221,34
1,222,34
1,223,34
1,224,35
1,225,35
1,226,35
1,227,35
1,228,35
1,229,35
1,230,35
1,231,35
1,232,35
1,233,35
1,234,35
1,235,34
1,236,34
1,237,34
1,238,31
1,239,31
1,240,31
1,241,31
1,242,31
