team,time,value
1,0,5
1,1,5
1,2,5
1,3,8
1,4,8
1,5,8
1,6,8
1,7,8
1,8,8
1,9,11
1,10,11
1,11,11
1,12,11
1,13,11
1,14,11
1,15,11
1,16,11
1,17,13
1,18,13
1,19,13
1,20,13
1,21,13
1,22,13
1,23,16
1,24,16
1,25,16
1,26,16
1,27,16
1,28,16
1,29,16
1,30,16
1,31,16
1,32,16
1,33,30
1,34,30
1,35,16
1,36,16
1,37,16
1,38,16
1,39,18
1,40,18
1,41,18
1,42,18
1,43,20
1,44,20
1,45,20
1,46,32
1,47,32
1,48,20
1,49,20
1,50,20
1,51,20
1,52,20
1,53,20
1,54,20
1,55,20
1,56,20
1,57,20
1,58,20
1,59,20
1,60,20
1,61,20
1,62,20
1,63,20
1,64,20
1,65,20
1,66,20
1,67,20
1,68,20
1,69,32
1,70,38
1,71,24
1,72,30
1,73,18
1,74,30
1,75,24
1,76,24
1,77,24
1,78,24
1,79,24
1,80,24
1,81,33
1,82,45
1,83,39
1,84,45
1,85,60
1,86,48
1,87,48
1,88,54
1,89,54
1,90,54
1,91,42
1,92,42
1,93,42
1,94,42
1,95,42
1,96,42
1,97,42
1,98,42
1,99,42
1,100,42
1,101,42
1,102,42
1,103,42
1,104,42
1,105,42
1,106,42
1,107,42
1,108,41
1,109,47
1,110,47
1,111,47
1,112,47
1,113,59
1,114,45
1,115,44
1,116,44
1,117,44
1,118,35
1,119,35
1,120,44
1,121,45
1,122,53
1,123,60
1,124,48
1,125,42
1,126,42
1,127,42
1,128,42
1,129,42
1,130,41
1,131,41
1,132,41
1,133,41
1,134,41
1,135,41
1,136,41
1,137,41
1,138,41
1,139,41
1,140,41
1,141,47
1,142,47
1,143,47
1,144,40
1,145,40
1,146,40
1,147,38
1,148,39
1,149,39
1,150,40
1,151,40
1,152,40
1,153,40
1,154,40
1,155,40
1,156,40
1,157,40
1,158,40
1,159,39
1,160,51
1,161,43
1,162,42
1,163,42
1,164,43
1,165,43
1,166,51
1,167,51
1,168,64
1,169,45
1,170,45
1,171,45
1,172,46
1,173,45
1,174,46
1,175,46
1,176,46
1,177,45
1,178,44
1,179,45
1,180,45
1,181,45
1,182,45
1,183,57
1,184,43
1,185,43
1,186,44
1,187,43
1,188,43
1,189,57
1,190,41
1,191,40
1,192,52
1,193,44
1,194,44
1,195,44
1,196,44
1,197,44
1,198,34
1,199,34
1,200,34
1,201,35
1,202,35
1,203,35
1,204,45
1,205,45
1,206,45
1,207,45
1,208,45
1,209,41
1,210,41
1,211,41
1,212,41
1,213,41
1,214,41
1,215,41
1,216,41
1,217,40
1,218,40
1,219,54
1,220,42
1,221,41
1,222,41
1,223,41
1,224,41
1,225,41
1,226,41
1,227,41
1,228,41
1,229,41
1,230,41
1,231,41
1,232,41
1,233,41
1,234,41
1,235,41
1,236,41
1,237,53
1,238,41
1,239,41
1,240,41
1,241,41
1,242,41
