team,time,value
1,0,5
1,1,5
1,2,5
1,3,5
1,4,5
1,5,5
1,6,5
1,7,8
1,8,25
1,9,11
1,10,17
1,11,20
1,12,20
1,13,20
1,14,20
1,15,20
1,16,20
1,17,20
1,18,22
1,19,36
1,20,48
1,21,48
1,22,34
1,23,22
1,24,22
1,25,50
1,26,40
1,27,40
1,28,52
1,29,66
1,30,42
1,31,30
1,32,30
1,33,30
1,34,30
1,35,30
1,36,30
1,37,30
1,38,30
1,39,30
1,40,30
1,41,30
1,42,28
1,43,28
1,44,28
1,45,28
1,46,40
1,47,40
1,48,40
1,49,40
1,50,26
1,51,26
1,52,26
1,53,38
1,54,38
1,55,26
1,56,24
1,57,24
1,58,38
1,59,26
1,60,26
1,61,26
1,62,26
1,63,26
1,64,26
1,65,26
1,66,26
1,67,30
1,68,32
1,69,36
1,70,27
1,71,27
1,72,31
1,73,31
1,74,31
1,75,31
1,76,39
1,77,23
1,78,23
1,79,35
1,80,23
1,81,33
1,82,42
1,83,39
1,84,33
1,85,33
1,86,33
1,87,48
1,88,48
1,89,60
1,90,54
1,91,54
1,92,53
1,93,53
1,94,53
1,95,48
1,96,48
1,97,42
1,98,42
1,99,42
1,100,42
1,101,48
1,102,48
1,103,42
1,104,42
1,105,42
1,106,42
1,107,42
1,108,42
1,109,53
1,110,47
1,111,47
1,112,47
1,113,47
1,114,47
1,115,47
1,116,47
1,117,47
1,118,47
1,119,47
1,120,49
1,121,49
1,122,50
1,123,40
1,124,40
1,125,40
1,126,40
1,127,52
1,128,52
1,129,40
1,130,40
1,131,40
1,132,40
1,133,40
1,134,42
1,135,36
1,136,36
1,137,36
1,138,36
1,139,36
1,140,36
1,141,48
1,142,36
1,143,36
1,144,36
1,145,36
1,146,36
1,147,36
1,148,36
1,149,36
1,150,36
1,151,36
1,152,36
1,153,39
1,154,41
1,155,41
1,156,42
1,157,42
1,158,54
1,159,42
1,160,42
1,161,42
1,162,42
1,163,42
1,164,42
1,165,42
1,166,42
1,167,42
1,168,42
1,169,42
1,170,42
1,171,42
1,172,42
1,173,41
1,174,41
1,175,53
1,176,45
1,177,57
1,178,49
1,179,57
1,180,49
1,181,49
1,182,45
1,183,45
1,184,41
1,185,41
1,186,41
1,187,41
1,188,41
1,189,41
1,190,41
1,191,43
1,192,37
1,193,43
1,194,48
1,195,39
1,196,39
1,197,43
1,198,47
1,199,47
1,200,47
1,201,47
1,202,47
1,203,54
1,204,46
1,205,54
1,206,53
1,207,45
1,208,47
1,209,55
1,210,56
1,211,49
1,212,49
1,213,49
1,214,49
1,215,49
1,216,49
1,217,49
1,218,49
1,219,49
1,220,49
1,221,57
1,222,57
1,223,40
1,224,40
1,225,40
1,226,40
1,227,40
1,228,40
1,229,40
1,230,40
1,231,42
1,232,48
1,233,54
1,234,54
1,235,52
1,236,40
1,237,40
1,238,48
1,239,48
1,240,48
1,241,48
1,242,48
