team,time,value
1,0,5
1,1,5
1,2,5
1,3,5
1,4,14
1,5,17
1,6,20
1,7,31
1,8,31
1,9,40
1,10,36
1,11,36
1,12,48
1,13,28
1,14,46
1,15,46
1,16,30
1,17,30
1,18,30
1,19,30
1,20,30
1,21,30
1,22,30
1,23,30
1,24,30
1,25,30
1,26,36
1,27,36
1,28,42
1,29,42
1,30,42
1,31,52
1,32,28
1,33,47
1,34,47
1,35,35
1,36,35
1,37,36
1,38,36
1,39,36
1,40,30
1,41,30
1,42,42
1,43,42
1,44,30
1,45,34
1,46,34
1,47,34
1,48,34
1,49,34
1,50,34
1,51,38
1,52,29
1,53,29
1,54,29
1,55,29
1,56,41
1,57,41
1,58,53
1,59,41
1,60,27
1,61,27
1,62,27
1,63,39
1,64,23
1,65,23
1,66,23
1,67,23
1,68,23
1,69,23
1,70,33
1,71,18
1,72,18
1,73,30
1,74,24
1,75,24
1,76,24
1,77,24
1,78,33
1,79,33
1,80,33
1,81,33
1,82,33
1,83,48
1,84,48
1,85,48
1,86,48
1,87,54
1,88,42
1,89,42
1,90,42
1,91,42
1,92,42
1,93,42
1,94,42
1,95,42
1,96,42
1,97,42
1,98,42
1,99,42
1,100,42
1,101,54
1,102,40
1,103,40
1,104,52
1,105,52
1,106,40
1,107,54
1,108,41
1,109,41
1,110,41
1,111,41
1,112,51
1,113,47
1,114,48
1,115,40
1,116,40
1,117,40
1,118,39
1,119,39
1,120,39
1,121,39
1,122,39
1,123,39
1,124,39
1,125,39
1,126,39
1,127,39
1,128,39
1,129,39
1,130,39
1,131,39
1,132,53
1,133,41
1,134,41
1,135,45
1,136,45
1,137,51
1,138,47
1,139,47
1,140,39
1,141,38
1,142,38
1,143,39
1,144,39
1,145,40
1,146,40
1,147,44
1,148,43
1,149,43
1,150,39
1,151,41
1,152,41
1,153,39
1,154,39
1,155,47
1,156,39
1,157,43
1,158,51
1,159,51
1,160,51
1,161,51
1,162,39
1,163,39
1,164,39
1,165,39
1,166,39
1,167,39
1,168,39
1,169,39
1,170,38
1,171,38
1,172,38
1,173,39
1,174,39
1,175,43
1,176,42
1,177,42
1,178,42
1,179,42
1,180,41
1,181,42
1,182,38
1,183,38
1,184,38
1,185,38
1,186,38
1,187,38
1,188,38
1,189,38
1,190,37
1,191,37
1,192,37
1,193,37
1,194,37
1,195,37
1,196,43
1,197,57
1,198,57
1,199,71
1,200,71
1,201,59
1,202,59
1,203,54
1,204,54
1,205,54
1,206,48
1,207,48
1,208,48
1,209,48
1,210,48
1,211,48
1,212,53
1,213,53
1,214,48
1,215,48
1,216,39
1,217,39
1,218,53
1,219,53
1,220,58
1,221,46
1,222,52
1,223,40
1,224,40
1,225,40
1,226,40
1,227,40
1,228,40
1,229,40
1,230,52
1,231,52
1,232,52
1,233,59
1,234,47
1,235,53
1,236,53
1,237,53
1,238,45
1,239,45
1,240,45
1,241,45
1,242,45
